423245641,414691355,7.2,1469089663541
423245641,410802620,9.0,1469089663541
423245641,419549837,5.4,1469089663541
423245641,419485281,4.05,1469089663541
423245641,412016420,5.85,1469089663541
423245641,421160284,7.65,1469089663541
423245641,420513422,2.7,1469089663541
423245641,420500507,7.2,1469089663541
423245641,421203274,4.95,1469089663541
423245641,416933311,2.25,1469089663541
423245641,33340138,2.25,1469089663541
423245641,421423368,9.0,1469089663541
423245641,30870137,4.5,1469089663541
423245641,407838716,2.25,1469089663541
423245641,417908273,5.85,1469089663541
423245641,418316404,9.0,1469089663541
423245641,414670117,5.85,1469089663541
423245641,418602540,7.65,1469089663541
423245641,420500511,7.2,1469089663541
423245641,412268350,5.85,1469089663541
423245641,34899626,9.0,1469089663541
423245641,416531764,7.65,1469089663541
423245641,29483200,8.55,1469089663541
423245641,419238656,3.6,1469089663541
423245641,37240741,9.0,1469089663541
423245641,38846209,8.1,1469089663541
423245641,36921820,4.05,1469089663541
423245641,418654949,2.25,1469089663541
423245641,421203736,4.05,1469089663541
423245641,418603101,7.65,1469089663541
102227390,33469187,9.0,1493522611391
102227390,31010481,9.0,1493522611391
102227390,25657380,9.0,1493522611391
102227390,25657384,9.0,1493522611391
102227390,25657383,9.0,1493522611391
102227390,167766,9.0,1493522611391
102227390,167751,9.0,1493522611391
102227390,167802,9.0,1493522611391
102227390,167975,9.0,1493522611391
102227390,167897,8.55,1493522611391
102227390,167880,9.0,1493522611391
102227390,167871,9.0,1493522611391
102227390,5278286,6.75,1493522611391
102227390,168053,9.0,1493522611391
102227390,168091,9.0,1493522611391
102227390,168089,9.0,1493522611391
102227390,168097,9.0,1493522611391
102227390,168095,8.1,1493522611391
102227390,168153,9.0,1493522611391
102227390,168147,9.0,1493522611391
102227390,168158,9.0,1493522611391
102227390,293931,9.0,1493522611391
102227390,293929,5.4,1493522611391
102227390,299920,8.1,1493522611391
102227390,108109,8.55,1493522611391
102227390,247442,3.6,1493522611391
102227390,247443,4.05,1493522611391
102227390,327613,5.85,1493522611391
102227390,4875303,4.5,1493522611391
102227390,316009,5.85,1493522611391
102227390,249951,7.2,1493522611391
102227390,173809,5.4,1493522611391
102227390,310303,2.25,1493522611391
102227390,310299,2.25,1493522611391
102227390,205513,4.95,1493522611391
102227390,29732733,9.0,1493522611391
95397262,3309541,2.25,1470030378152
95397262,3309543,1.8,1470030378152
95397262,3309545,2.25,1470030378152
95397262,3309547,2.25,1470030378152
95397262,3309549,1.8,1470030378152
95397262,3309551,2.25,1470030378152
95397262,3309553,1.35,1470030378152
95397262,3309555,1.35,1470030378152
95397262,3309557,1.0,1470030378152
95397262,3309559,1.35,1470030378152
95397262,3309560,1.8,1470030378152
95397262,3309561,1.0,1470030378152
95397262,3309562,1.35,1470030378152
95397262,3309563,1.35,1470030378152
95397262,3309565,1.8,1470030378152
95397262,3309567,1.35,1470030378152
95397262,3309568,1.8,1470030378152
